skills,certifications,experience_years,education_level,projects_completed,github_commits_per_year,soft_skills,expected_salary_lpa,job_role
"Scikit-learn, MLOps, Machine Learning",IBM AI Engineering,3.3,Master's,10,177,"Teamwork, Problem Solving, Collaboration, Attention to Detail",22.1,AI Engineer
"Excel, Python, Google Analytics, R, SQL, SPSS",Tableau Desktop Specialist,4.6,Master's,10,197,"Collaboration, Communication",9.6,Data Analyst
"Pandas, SQL, Statistics, Google Analytics",SAS Certified Analyst,9.3,Bachelor's,9,234,"Adaptability, Leadership",4.7,Data Analyst
"PHP, Docker, CSS, Data Visualization",Meta Frontend Developer,4.3,Bachelor's,27,254,"Time Management, Critical Thinking, Adaptability, Attention to Detail",2.8,Web Developer
"Keras, OpenCV, Machine Learning, Python, NLP, LangChain",NVIDIA Deep Learning,8.6,PhD,9,115,"Adaptability, Leadership",14.5,AI Engineer
"REST APIs, MongoDB, Node.js",MongoDB Developer,6.4,Master's,24,379,"Problem Solving, Creativity",5.7,Web Developer
"SPSS, Pandas, Data Visualization, Tableau, NumPy, Excel",IBM Data Analyst,4.7,Bachelor's,12,216,"Adaptability, Leadership",13.4,Data Analyst
"REST APIs, Node.js, Angular, MySQL",AWS Cloud Practitioner,6.0,Master's,14,217,"Critical Thinking, Teamwork, Adaptability",7.0,Web Developer
"Angular, Docker, TypeScript, MongoDB, React, REST APIs, Google Analytics",React Developer Certification,2.1,Diploma,26,349,"Adaptability, Leadership",15.3,Web Developer
"Deep Learning, Python, MLOps",Deep Learning Specialization,8.2,PhD,7,191,"Attention to Detail, Critical Thinking",17.5,AI Engineer
"SQL, Pandas, Data Visualization, R, Tableau, Statistics",SAS Certified Analyst,7.9,Bachelor's,5,202,"Communication, Adaptability, Time Management, Creativity",11.7,Data Analyst
"Deep Learning, MLOps, Scikit-learn",Deep Learning Specialization,5.2,Master's,14,79,"Critical Thinking, Collaboration, Communication, Leadership",21.9,AI Engineer
"Google Analytics, Statistics, Python, Tableau, SQL, NumPy",None,3.7,Master's,20,173,"Critical Thinking, Attention to Detail, Leadership, Communication",6.2,Data Analyst
"NumPy, SQL, Python, Data Visualization, Tableau",Microsoft Power BI,4.4,Bachelor's,15,212,"Communication, Adaptability",7.8,Data Analyst
"Hugging Face, PyTorch, OpenCV, MLOps",None,6.6,Bachelor's,13,242,"Adaptability, Leadership, Problem Solving, Collaboration",4.5,AI Engineer
"Machine Learning, Python, TensorFlow, LangChain, OpenCV, Keras",Microsoft Azure AI,6.6,PhD,11,181,"Teamwork, Creativity, Leadership, Problem Solving",10.8,AI Engineer
"NLP, Python, TensorFlow, MLOps, Keras, Hugging Face",None,6.3,PhD,10,311,"Collaboration, Problem Solving",18.6,AI Engineer
"Angular, REST APIs, MongoDB, Node.js, JavaScript, CSS",Node.js Certification,1.7,Master's,17,294,"Leadership, Attention to Detail",7.9,Web Developer
"TensorFlow, Keras, MLOps, Hugging Face, LangChain, OpenCV",Deep Learning Specialization,10.2,PhD,12,305,"Communication, Problem Solving",16.2,AI Engineer
"Hugging Face, PyTorch, TensorFlow, Keras",Microsoft Azure AI,8.3,Diploma,14,302,"Problem Solving, Leadership, Communication, Teamwork",13.4,AI Engineer
"TypeScript, Node.js, Angular",None,2.3,Bachelor's,12,442,"Teamwork, Communication, Critical Thinking, Attention to Detail",14.8,Web Developer
"Python, Power BI, Tableau, Pandas",Tableau Desktop Specialist,5.5,Bachelor's,11,171,"Leadership, Problem Solving, Collaboration",5.9,Data Analyst
"Node.js, Angular, MongoDB",Google UX Design,4.9,Diploma,15,19,"Attention to Detail, Problem Solving, Leadership, Creativity",9.2,Web Developer
"Statistics, Google Analytics, SQL, Power BI, Excel",SAS Certified Analyst,2.4,Bachelor's,8,158,"Adaptability, Time Management, Problem Solving",8.7,Data Analyst
"SQL, Excel, Statistics, Power BI, NumPy, PyTorch",IBM Data Analyst,7.3,Bachelor's,1,159,"Collaboration, Time Management, Attention to Detail, Creativity",4.4,Data Analyst
"Tableau, R, Statistics",Microsoft Power BI,3.8,Master's,7,252,"Creativity, Problem Solving, Time Management",8.3,Data Analyst
"SPSS, Tableau, Google Analytics, Statistics",SAS Certified Analyst,1.7,Master's,19,164,"Creativity, Adaptability",9.0,Data Analyst
"Node.js, MongoDB, TypeScript, React, Docker, PHP",AWS Cloud Practitioner,9.6,Bachelor's,26,266,"Problem Solving, Communication",11.4,Web Developer
"Pandas, Data Visualization, SQL, Statistics, Tableau",None,4.8,Master's,9,113,"Communication, Leadership, Adaptability, Teamwork",9.4,Data Analyst
"MLOps, Scikit-learn, PyTorch, Keras",Deep Learning Specialization,3.2,Master's,10,263,"Problem Solving, Adaptability, Teamwork",16.8,AI Engineer
"TypeScript, CSS, Node.js, Angular",None,3.2,Bachelor's,17,176,"Attention to Detail, Communication, Creativity, Time Management",10.6,Web Developer
"PHP, HTML, Vue.js",None,3.4,Bachelor's,23,448,"Communication, Teamwork, Leadership",10.2,Web Developer
"CSS, TypeScript, REST APIs, JavaScript",None,2.2,Bachelor's,22,377,"Problem Solving, Attention to Detail, Time Management",10.5,Web Developer
"SPSS, Data Visualization, Tableau, NumPy, R, Google Analytics",None,0.9,Master's,16,172,"Leadership, Collaboration",7.6,Data Analyst
"Python, PyTorch, Machine Learning, Scikit-learn, Deep Learning",AWS Machine Learning,4.7,Master's,11,114,"Leadership, Problem Solving, Teamwork, Communication",10.9,AI Engineer
"Tableau, R, Pandas, SQL, MLOps",Tableau Desktop Specialist,1.7,Master's,19,106,"Time Management, Creativity, Teamwork",10.7,Data Analyst
"Vue.js, JavaScript, TypeScript, REST APIs",MongoDB Developer,3.1,Diploma,17,403,"Attention to Detail, Problem Solving",8.1,Web Developer
"Power BI, Excel, Tableau, Statistics",Google Data Analytics,3.3,Bachelor's,7,186,"Leadership, Collaboration",9.5,Data Analyst
"LangChain, Hugging Face, Machine Learning, MLOps, NLP",None,5.1,Master's,7,173,"Critical Thinking, Adaptability, Communication",13.6,AI Engineer
"SQL, Google Analytics, R",Tableau Desktop Specialist,3.4,Bachelor's,16,130,"Adaptability, Collaboration, Time Management",7.0,Data Analyst
"SPSS, SQL, Pandas",Microsoft Power BI,3.7,Master's,6,259,"Collaboration, Leadership",6.2,Data Analyst
"Tableau, SPSS, NumPy",IBM Data Analyst,1.6,PhD,11,262,"Teamwork, Collaboration, Adaptability",5.3,Data Analyst
"Docker, React, TypeScript, JavaScript, HTML, Vue.js",MongoDB Developer,4.0,Master's,25,194,"Creativity, Teamwork, Leadership",12.5,Web Developer
"Statistics, Pandas, SPSS, SQL, Tableau, Python",SAS Certified Analyst,6.4,Bachelor's,6,254,"Critical Thinking, Leadership, Creativity, Adaptability",10.1,Data Analyst
"PyTorch, Scikit-learn, Keras",None,5.7,Master's,7,190,"Attention to Detail, Creativity",19.2,AI Engineer
"Deep Learning, Machine Learning, LangChain, MLOps, TensorFlow",IBM AI Engineering,3.5,Master's,10,194,"Problem Solving, Time Management, Communication",19.5,AI Engineer
"Machine Learning, Keras, TensorFlow, Python, MySQL",NVIDIA Deep Learning,6.2,PhD,5,371,"Communication, Collaboration, Adaptability",16.3,AI Engineer
"Tableau, Python, SQL, Pandas, Excel",None,9.6,Bachelor's,9,122,"Critical Thinking, Adaptability, Time Management",6.1,Data Analyst
"Tableau, Data Visualization, Power BI, Statistics, R, Excel",None,2.1,Bachelor's,15,289,"Time Management, Communication, Collaboration, Teamwork",10.3,Data Analyst
"SPSS, NumPy, Power BI, Excel, Tableau, SQL",None,3.2,Master's,17,207,"Communication, Teamwork, Leadership, Critical Thinking",8.7,Data Analyst
"SQL, SPSS, Google Analytics",Microsoft Power BI,3.2,Diploma,16,245,"Attention to Detail, Adaptability",16.8,Data Analyst
"Machine Learning, PyTorch, Scikit-learn",None,7.9,Bachelor's,10,168,"Attention to Detail, Teamwork, Communication",14.4,AI Engineer
"Pandas, Python, Excel",None,2.5,Master's,17,189,"Leadership, Teamwork, Creativity, Attention to Detail",11.6,Data Analyst
"Excel, Python, R, Google Analytics",AWS Data Analytics,2.3,Master's,17,291,"Leadership, Attention to Detail",5.9,Data Analyst
"Angular, MongoDB, JavaScript, Node.js",React Developer Certification,3.6,Diploma,25,220,"Communication, Problem Solving",15.8,Web Developer
"NLP, PyTorch, OpenCV, Scikit-learn, TypeScript",None,7.9,Bachelor's,7,118,"Problem Solving, Leadership",16.8,AI Engineer
"MySQL, MongoDB, Docker, REST APIs, PHP",Google UX Design,7.4,Bachelor's,18,363,"Leadership, Teamwork",5.7,Web Developer
"Keras, MLOps, Machine Learning, TensorFlow, Hugging Face, PyTorch, Power BI",Google TensorFlow Developer,3.4,PhD,10,168,"Adaptability, Collaboration",17.4,AI Engineer
"Data Visualization, Tableau, Pandas, Statistics, Power BI, Scikit-learn",Tableau Desktop Specialist,7.8,Diploma,20,296,"Communication, Teamwork, Attention to Detail",8.2,Data Analyst
"HTML, JavaScript, PHP, REST APIs",AWS Cloud Practitioner,2.9,Diploma,12,320,"Problem Solving, Attention to Detail, Time Management",6.8,Web Developer
"REST APIs, PHP, MySQL, HTML, Node.js, CSS",Google UX Design,1.7,Bachelor's,15,249,"Attention to Detail, Time Management, Collaboration",11.9,Web Developer
"OpenCV, PyTorch, Deep Learning, TensorFlow",None,10.6,Bachelor's,13,243,"Attention to Detail, Teamwork",19.4,AI Engineer
"Scikit-learn, NLP, OpenCV, MLOps, PyTorch, Python, SPSS",NVIDIA Deep Learning,6.3,Bachelor's,11,237,"Attention to Detail, Teamwork",7.8,AI Engineer
"NumPy, SQL, Python, Power BI",Tableau Desktop Specialist,5.9,Diploma,6,160,"Creativity, Communication, Attention to Detail, Problem Solving",17.2,Data Analyst
"SQL, R, Python, Statistics, Power BI",AWS Data Analytics,6.9,Master's,19,164,"Attention to Detail, Problem Solving",11.5,Data Analyst
"Data Visualization, NumPy, SQL, Python, Tableau, Excel",None,2.0,Master's,14,221,"Problem Solving, Collaboration, Adaptability, Critical Thinking",8.4,Data Analyst
"Python, R, NumPy, Statistics, SQL, Excel",None,3.1,PhD,2,85,"Time Management, Attention to Detail",2.5,Data Analyst
"Excel, Data Visualization, R, Tableau, Python, Google Analytics",IBM Data Analyst,3.4,Bachelor's,5,211,"Creativity, Time Management, Collaboration",10.0,Data Analyst
"TensorFlow, MLOps, Scikit-learn, Python",NVIDIA Deep Learning,8.4,Master's,15,97,"Adaptability, Teamwork, Leadership",16.6,AI Engineer
"Deep Learning, Hugging Face, Python, MLOps, Machine Learning, NLP",Google TensorFlow Developer,3.0,Bachelor's,12,155,"Leadership, Creativity",17.7,AI Engineer
"NLP, Scikit-learn, Hugging Face",None,2.6,Bachelor's,17,331,"Adaptability, Collaboration",10.6,AI Engineer
"Machine Learning, Scikit-learn, TensorFlow, Deep Learning, Hugging Face, Python",IBM AI Engineering,9.8,Bachelor's,12,240,"Communication, Adaptability, Leadership",19.0,AI Engineer
"HTML, React, Docker, MongoDB",React Developer Certification,3.0,Diploma,21,329,"Attention to Detail, Critical Thinking, Time Management",16.2,Web Developer
"Excel, Statistics, R",SAS Certified Analyst,2.7,Bachelor's,16,120,"Leadership, Adaptability",10.7,Data Analyst
"Python, Keras, MLOps, Machine Learning, TensorFlow, NLP",IBM AI Engineering,4.1,PhD,16,176,"Problem Solving, Creativity, Adaptability",13.7,AI Engineer
"Python, Pandas, SQL, Data Visualization, Tableau, R",None,5.9,Master's,7,276,"Attention to Detail, Problem Solving, Leadership, Teamwork",10.1,Data Analyst
"React, Angular, Vue.js, HTML",Node.js Certification,7.5,Diploma,23,222,"Leadership, Collaboration, Adaptability",13.7,Web Developer
"TypeScript, PHP, CSS, JavaScript, MySQL, MongoDB",Node.js Certification,2.5,Bachelor's,11,204,"Leadership, Time Management, Teamwork, Communication",9.1,Web Developer
"SPSS, SQL, NumPy",None,2.2,Master's,7,127,"Time Management, Leadership, Critical Thinking, Teamwork",6.6,Data Analyst
"CSS, React, MySQL, Docker, PHP, Angular",None,8.8,Bachelor's,12,297,"Attention to Detail, Time Management",6.6,Web Developer
"Node.js, MongoDB, Angular, React, HTML",None,1.4,Diploma,20,131,"Collaboration, Leadership",4.3,Web Developer
"Power BI, NumPy, Statistics, SQL, SPSS, Excel",None,10.5,Bachelor's,11,239,"Problem Solving, Attention to Detail",6.9,Data Analyst
"SPSS, Python, Pandas, Tableau, R, Excel",IBM Data Analyst,2.1,Bachelor's,7,121,"Collaboration, Leadership",13.6,Data Analyst
"Data Visualization, SPSS, R, Tableau",Tableau Desktop Specialist,6.0,Bachelor's,13,219,"Time Management, Communication, Collaboration",14.4,Data Analyst
"SPSS, SQL, NumPy, Excel",IBM Data Analyst,4.5,Master's,15,210,"Critical Thinking, Leadership, Teamwork",10.0,Data Analyst
"MongoDB, CSS, MySQL",AWS Cloud Practitioner,2.7,Bachelor's,16,367,"Problem Solving, Time Management",6.8,Web Developer
"SPSS, NumPy, Google Analytics, SQL",IBM Data Analyst,10.4,PhD,5,188,"Critical Thinking, Communication",7.3,Data Analyst
"Keras, LangChain, PyTorch",Deep Learning Specialization,8.5,Bachelor's,9,232,"Problem Solving, Time Management, Attention to Detail, Critical Thinking",17.5,AI Engineer
"R, Pandas, Python",None,6.9,Bachelor's,6,175,"Time Management, Leadership, Teamwork, Collaboration",9.6,Data Analyst
"PyTorch, Machine Learning, Scikit-learn, OpenCV, MLOps",None,5.9,Bachelor's,12,206,"Collaboration, Adaptability",15.7,AI Engineer
"MySQL, JavaScript, HTML, Google Analytics",React Developer Certification,5.3,Bachelor's,22,177,"Leadership, Problem Solving, Adaptability",13.2,Web Developer
"Power BI, SPSS, R",AWS Data Analytics,2.5,Bachelor's,10,271,"Creativity, Adaptability",9.3,Data Analyst
"Statistics, Python, NumPy, NLP",Tableau Desktop Specialist,5.0,Bachelor's,10,260,"Leadership, Adaptability, Attention to Detail, Teamwork",13.4,Data Analyst
"Data Visualization, Google Analytics, SQL",SAS Certified Analyst,4.3,Bachelor's,5,205,"Communication, Time Management, Collaboration, Adaptability",11.3,Data Analyst
"Scikit-learn, Deep Learning, PyTorch",None,1.7,Master's,6,209,"Time Management, Collaboration, Adaptability",18.5,AI Engineer
"CSS, TypeScript, PHP, MySQL, HTML, MongoDB, Google Analytics",React Developer Certification,6.2,Bachelor's,18,401,"Teamwork, Communication, Critical Thinking, Attention to Detail",2.6,Web Developer
"Excel, R, Statistics, Power BI",Microsoft Power BI,2.1,Master's,15,77,"Time Management, Communication",8.7,Data Analyst
"Python, Excel, Google Analytics",AWS Data Analytics,6.3,Master's,11,112,"Creativity, Teamwork, Problem Solving, Collaboration",12.2,Data Analyst
"SPSS, Data Visualization, Excel, Pandas, Power BI, Python",None,6.1,PhD,8,267,"Adaptability, Attention to Detail",9.4,Data Analyst
"Google Analytics, Excel, SPSS, Data Visualization",Google Data Analytics,3.0,Master's,15,122,"Critical Thinking, Attention to Detail, Adaptability",9.6,Data Analyst
"Angular, JavaScript, TypeScript, CSS, REST APIs, React",Node.js Certification,3.8,Bachelor's,15,242,"Time Management, Teamwork, Problem Solving, Critical Thinking",8.9,Web Developer
"Power BI, SQL, Data Visualization, Pandas",Microsoft Power BI,3.3,Bachelor's,13,125,"Leadership, Critical Thinking, Problem Solving",8.5,Data Analyst
"TypeScript, PHP, HTML, MySQL, Node.js, REST APIs",AWS Cloud Practitioner,1.6,Bachelor's,21,257,"Creativity, Attention to Detail, Leadership, Communication",10.8,Web Developer
"Hugging Face, Machine Learning, TensorFlow",Deep Learning Specialization,2.7,PhD,12,173,"Critical Thinking, Leadership, Attention to Detail",12.7,AI Engineer
"React, REST APIs, Node.js, Hugging Face",None,2.7,Master's,15,333,"Collaboration, Creativity, Time Management, Leadership",5.3,Web Developer
"PyTorch, NLP, TensorFlow, LangChain",IBM AI Engineering,4.2,Master's,6,320,"Problem Solving, Time Management",12.6,AI Engineer
"SPSS, SQL, NumPy, R",None,5.4,Bachelor's,12,208,"Attention to Detail, Collaboration",10.6,Data Analyst
"Excel, Google Analytics, Python, R",None,4.7,Bachelor's,6,95,"Communication, Adaptability, Time Management",7.7,Data Analyst
"Keras, Hugging Face, MLOps, Scikit-learn, TensorFlow, LangChain",Microsoft Azure AI,6.6,Master's,21,245,"Critical Thinking, Leadership",17.6,AI Engineer
"REST APIs, CSS, React, MongoDB",AWS Cloud Practitioner,10.1,Master's,11,205,"Problem Solving, Time Management, Adaptability, Collaboration",3.2,Web Developer
"Node.js, Docker, React, HTML, TypeScript, PHP",AWS Cloud Practitioner,4.1,Bachelor's,28,251,"Problem Solving, Creativity, Collaboration, Time Management",7.8,Web Developer
"Node.js, MySQL, Docker, CSS, Angular",React Developer Certification,1.1,Diploma,33,257,"Leadership, Adaptability",14.6,Web Developer
"Python, Deep Learning, PyTorch",NVIDIA Deep Learning,8.7,Master's,1,217,"Critical Thinking, Leadership",4.8,AI Engineer
"Deep Learning, Machine Learning, Python",None,9.5,Bachelor's,6,189,"Time Management, Collaboration",10.4,AI Engineer
"PyTorch, MLOps, OpenCV, NLP, LangChain",Deep Learning Specialization,3.7,Master's,11,276,"Leadership, Collaboration",11.3,AI Engineer
"Pandas, Data Visualization, R, Google Analytics, Excel",AWS Data Analytics,4.6,Bachelor's,22,125,"Teamwork, Problem Solving, Time Management",10.5,Data Analyst
"Tableau, NumPy, Pandas, Python, SQL, CSS",None,2.4,Master's,3,203,"Teamwork, Adaptability, Collaboration, Leadership",3.3,Data Analyst
"REST APIs, PHP, HTML, CSS, TypeScript, Angular",MongoDB Developer,4.7,Bachelor's,16,322,"Problem Solving, Time Management, Attention to Detail, Adaptability",9.6,Web Developer
"NumPy, Power BI, Excel, Google Analytics, SQL, Pandas",IBM Data Analyst,5.0,Bachelor's,12,188,"Leadership, Creativity, Problem Solving",6.0,Data Analyst
"NumPy, SPSS, Data Visualization, Excel, Statistics",Microsoft Power BI,5.9,Bachelor's,11,216,"Attention to Detail, Critical Thinking, Creativity, Collaboration",5.0,Data Analyst
"Angular, CSS, Vue.js, MySQL, PHP",React Developer Certification,3.8,Bachelor's,22,331,"Leadership, Communication, Time Management, Attention to Detail",9.3,Web Developer
"Python, NLP, PyTorch, Scikit-learn, Keras, MLOps",Google TensorFlow Developer,10.7,Master's,10,271,"Attention to Detail, Leadership, Teamwork, Creativity",10.3,AI Engineer
"NLP, Hugging Face, MLOps, LangChain",None,6.9,Master's,8,336,"Creativity, Leadership, Collaboration, Time Management",12.7,AI Engineer
"MLOps, Keras, Hugging Face, Deep Learning",IBM AI Engineering,6.7,Master's,13,138,"Communication, Collaboration",11.4,AI Engineer
"Machine Learning, TensorFlow, Hugging Face, Scikit-learn",None,4.1,Bachelor's,11,65,"Leadership, Collaboration, Teamwork, Communication",14.5,AI Engineer
"TensorFlow, Python, LangChain, Scikit-learn, NLP",Google TensorFlow Developer,9.3,Bachelor's,8,198,"Attention to Detail, Critical Thinking, Collaboration, Problem Solving",10.3,AI Engineer
